immowebCode,type,priceString,price,country,province,district,locality,postalCode,street,latitude,longitude,availableDate,neighborhoodOrLocality,constructionYear,floor,numberOfFloors,buildingCondition,numberOfFrontages,outdoorParkingSpaces,surroundingsType,livingArea,livingRoomSurface,kitchenType,kitchenSurface,bedrooms,bedroom1Surface,bedroom2Surface,bathrooms,toilets,basement,furnished,terraceSurface,elevator,disabilityAccess,tvCable,visioPhone,swimmingPool,energyConsumption,energyClass,EPCReportReference,CO2Emission,yearlyEnergyConsumption,heatingType,thermicSolarPanels,doubleGlazing,planningPermission,subdivisionPermit,floodZoneType,landUseDesignation,cadastralIncome,tenementBuilding,streetFrontageWidth,coveredParkingSpaces,basementSurface,monthlyCharges,diningRoom,showerRooms,intercom,bedroom3Surface,armoredDoor,propertyName,laundryRoom,terraceOrientation,caretaker,commonWaterHeater,livingRoom,terrace,attic,bedroom4Surface,officeSurface,office,alarm,eLevel,heatPump,PVSolarPanels,plotSurface,lotWidth,gasWaterElectric,gardenSurface,gardenOrientation,dressingRoom,professionalSpace,sewerConnection,jacuzzi,sauna,buildingType,fireplaces,garden,airConditioning,internet,professionalSpaceSurface,atticSurface,isolated,bedroom5Surface,streetFacing,woodedLand,rearPlot,flatLand
10159030,Apartment,Make,170000.0,Belgium,Hainaut,Charleroi,Pont-a-Celles,6230.0,Place Communale 18,50.51,4.36,None,None,None,5,12,To be done up,4,None,Countryside,60,24,3,5,1,14,None,1,1,2,1,7,2,2,0,0,1,109,C,20210119-0000581262-01-3,28,None,1,0,0,0,0,1,None,€ 986986 €,1,None,None,None,,0,1,2,None,0,None,0,0,2,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10145548,Apartment,"€214,900",214900.0,Belgium,Luxembourg,Neufchateau,Libramont,6800.0,Avenue de Bouillon 92,49.91,5.36,None,Zone Centre Province du Luxembourg,2023,1,2,As new,None,1,Isolated,83,34,0,None,2,10,12,1,1,2,1,8,0,0,0,0,0,85,A,RWPEB-127878,None,None,1,0,2,0,0,0,"Living area (residential, urban or rural)",,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10145547,Apartment,"€229,900",229900.0,Belgium,Luxembourg,Neufchateau,Libramont,6800.0,Avenue de Bouillon 92,49.91,5.36,None,Zone Centre Province du Luxembourg,2022,1,2,As new,None,None,Urban,82,34,0,None,2,12,10,1,1,2,1,6,2,2,0,0,1,119,B,Not specified,None,None,1,0,2,0,0,1,"Living area (residential, urban or rural)",,1,None,None,None,,0,None,2,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10159393,Apartment,"€275,000",275000.0,Belgium,Antwerp,Antwerp,Antwerpen,2000.0,Amsterdamstraat 15 bus202,51.23,4.4,None,None,1995,3,3,Good,3,None,None,105,None,2,None,3,None,None,1,1,2,1,None,2,0,0,0,0,227,C,20220913-0002673581-RES-1,None,None,1,0,2,0,0,0,None,,1,None,1,None,,0,None,0,None,0,None,0,0,0,0,0,2,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,1,0,0,,None,None,0,None,0,0,0,0
10158488,Apartment,"€279,000",279000.0,Belgium,Antwerp,Antwerp,Antwerpen,2000.0,Amsterdamstraat 25,51.22,4.41,None,None,1979,2,2,None,None,1,None,100,None,2,None,2,None,None,1,1,0,1,None,0,0,0,0,0,233,C,20221003-0002685226-RES-1,None,None,1,0,0,0,0,1,None,€ 756756 €,1,None,2,None,,0,1,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10162789,Apartment,"€395,000",395000.0,Belgium,East Flanders,Oudenaarde,Lierde,9570.0,Geraardsbergenstraat 13A,50.78,3.84,None,None,None,None,None,Good,3,5,None,267,48,4,29,6,21,19,1,1,0,1,None,0,0,0,0,0,368,D,20220802-0002649248-RES-1,None,None,1,0,2,2,1,1,"Living area (residential, urban or rural)",€ 629629 €,2,18,4,None,,0,None,0,16,0,None,0,0,0,0,0,0,0,14,None,0,0,None,0,0,1379,35.72,2,None,135,0,0,0,0,0,,None,2,0,,None,None,0,11,0,0,0,0
10162788,Apartment,"€395,000",395000.0,Belgium,East Flanders,Oudenaarde,Lierde,9570.0,Geraardsbergenstraat 13A,50.78,3.84,None,None,None,None,None,Good,3,5,None,267,48,4,29,6,21,19,1,1,0,1,None,0,0,0,0,0,368,D,20220802-0002649248-RES-1,None,None,1,0,2,2,1,1,"Living area (residential, urban or rural)",€ 629629 €,1,18,4,None,,0,None,0,16,0,None,0,0,0,0,0,0,0,14,None,0,0,None,0,0,1379,35.72,2,None,135,0,0,0,0,0,,None,2,0,,None,None,0,11,0,0,0,0
10162787,Apartment,"€395,000",395000.0,Belgium,East Flanders,Oudenaarde,Lierde,9570.0,Geraardsbergenstraat 13A,50.78,3.84,None,None,None,None,None,Good,3,5,None,267,48,4,29,6,21,19,1,1,0,1,None,0,0,0,0,0,368,D,20220802-0002649248-RES-1,None,None,1,0,2,2,1,1,"Living area (residential, urban or rural)",€ 629629 €,1,18,4,None,,0,None,0,16,0,None,0,0,0,0,0,0,0,14,None,0,0,None,0,0,1379,35.72,2,None,135,0,0,0,0,0,,None,2,0,,None,None,0,11,0,0,0,0
10162786,Apartment,"€198,000",198000.0,Belgium,East Flanders,Oudenaarde,Lierde,9570.0,Geraardsbergenstraat 13A,50.78,3.84,None,None,1932,None,None,To be done up,3,None,None,128,None,2,33,4,18,18,1,2,0,1,None,0,0,0,0,0,404,E,20210218-0002373013-RES-1,None,None,1,0,2,2,1,2,"Living area (residential, urban or rural)",€ 349349 €,2,None,None,None,,2,None,0,16,0,None,0,0,0,0,0,0,0,6,None,0,0,None,0,0,349,None,2,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10162785,Apartment,"€219,000",219000.0,Belgium,East Flanders,Oudenaarde,Lierde,9570.0,Geraardsbergenstraat 13A,50.78,3.84,None,None,None,None,None,To renovate,4,4,None,166,32,3,14,4,19,16,2,3,2,1,None,0,0,0,0,0,356,D,20220526-0002611594-RES-1,None,None,1,0,2,2,1,1,"Living area (residential, urban or rural)",€ 297297 €,2,None,2,None,,2,None,0,12,0,None,0,0,0,0,0,2,0,7,9,2,0,None,0,0,652,20,2,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10162784,Apartment,"€369,000",369000.0,Belgium,East Flanders,Oudenaarde,Lierde,9570.0,Geraardsbergenstraat 13A,50.78,3.84,None,None,None,None,None,Good,2,2,None,300,25,2,25,3,17,14,1,2,2,1,40,0,0,0,0,0,224,C,Certificaat-20220517-0002605246-RES-1,None,None,3,0,2,2,1,2,"Living area (residential, urban or rural)",€ 523523 €,2,None,4,None,,0,None,0,10,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,1477,11.5,2,1004,90,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10162781,Apartment,"€220,740",220740.0,Belgium,Hainaut,Mons,Mons,7000.0,Boulevard Kennedy,99.0,999.0,None,None,None,None,1,None,None,None,None,None,None,0,None,1,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,0,0,0,None,,0,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10162780,Apartment,"€157,484",157484.0,Belgium,Hainaut,Mons,Mons,7000.0,Boulevard Kennedy,99.0,999.0,None,None,None,None,1,None,None,None,None,None,None,0,None,1,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,0,0,0,None,,0,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10159252,Apartment,"€420,000",420000.0,Belgium,Brussels,Brussels,Woluwe-St-Pierre,1150.0,Val des Seigneurs,99.0,999.0,None,None,None,None,None,None,1,None,None,34,None,0,None,None,14,None,1,None,0,0,None,2,1,0,0,0,0,None,Not specified,None,None,0,0,0,0,0,0,None,No,0,None,1,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,30,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10158378,Apartment,"€428,000",428000.0,Belgium,East Flanders,Oudenaarde,Oudenaarde,9700.0,Bourgondiestraat 7,50.84,3.61,None,None,2005,3,None,None,2,None,None,98,None,2,None,2,None,None,1,1,0,1,10,2,0,0,0,0,142,C,20220802-0000618083-01-9,None,None,1,0,0,2,0,0,"Living area (residential, urban or rural)","€ 1,1871187 €",1,None,1,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10143355,Apartment,"€180,000",180000.0,Belgium,Brussels,Brussels,Bruxelles,1050.0,l'avenue Louise 331,50.84,4.46,October 31 2026 - 12:00 AM,Bruxelles sud/centre,1973,3,8,Good,3,19,Urban,46,None,4,None,None,None,None,1,1,2,1,None,2,2,0,0,1,88,B,Not specified,21,None,1,0,2,0,0,0,None,,1,None,19,None,,0,None,2,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10142974,Apartment,"€192,500",192500.0,Belgium,Brussels,Brussels,Etterbeek,1040.0,Av. de Tervueren,99.0,999.0,None,None,None,6,None,None,None,None,None,None,None,0,None,None,None,None,1,None,0,0,None,1,2,1,0,0,0,None,28 kg CO₂/m²,None,None,0,0,0,0,0,0,None,,0,None,None,None,,0,1,2,None,0,None,0,0,0,0,0,2,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10142946,Apartment,"€280,000",280000.0,Belgium,Brussels,Brussels,Woluwe-St-Lambert,1200.0,Avenue des Cerisiers,99.0,999.0,None,None,None,14,None,None,1,None,None,25,None,0,None,None,9,None,1,None,0,0,None,2,2,0,0,0,0,None,39 kg CO₂/m²,None,None,0,0,0,0,0,0,None,,0,None,None,None,,0,1,1,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10142945,Apartment,"€290,000",290000.0,Belgium,Brussels,Brussels,Woluwe-St-Lambert,1200.0,Avenue des Cerisiers,99.0,999.0,None,None,None,5,None,None,None,None,None,24,None,0,None,None,11,None,1,None,1,2,None,1,1,0,0,0,0,None,48 kg CO₂/m²,None,None,0,0,0,0,0,0,None,,0,None,None,None,,0,1,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10144016,Apartment,"€455,000",455000.0,Belgium,Brussels,Brussels,Bruxelles,1090.0,.,50.87,4.33,None,None,1980,2,3,To be done up,2,None,Isolated,154,42,2,None,3,12,15,2,2,0,1,2,1,1,0,0,1,244,E,201211230000130262-01-0,52,None,1,0,2,0,0,0,None,,1,None,None,None,,0,2,2,30,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10143662,Apartment,"€455,000",455000.0,Belgium,Brussels,Brussels,Bruxelles,1090.0,.,50.87,4.33,None,None,1980,2,3,To be done up,2,None,Isolated,154,42,2,None,2,12,15,2,2,0,1,2,1,1,0,0,1,244,E,201211230000130262-01-0,52,None,1,0,2,0,0,0,None,,1,None,None,None,,0,2,2,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10142996,Apartment,"€1,145,000",1145000.0,Belgium,West Flanders,Brugge,Knokke - Heist,8300.0,Albert plein 10,51.35,3.3,December 21 2022 - 12:00 AM,1 ZOUTE,1987,2,3,Good,3,1,Landscape,88,None,4,None,2,13,10,2,2,2,0,None,2,1,0,2,1,228,C,2565892,89,None,1,0,2,2,1,1,None,,1,None,1,None,,0,1,2,None,0,None,0,0,2,0,0,2,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10146392,Apartment,"€270,000",270000.0,Belgium,Luxembourg,Arlon,Arlon,6700.0,Avenue de Longwy 340,49.67,5.82,None,None,1984,1,3,Good,2,None,None,110,None,3,None,3,None,None,1,1,2,1,None,2,0,0,0,0,259,D,20160401016068,47,26528,1,0,2,0,0,0,None,"€ 1,3211321 €",1,None,1,None,,0,None,0,None,0,None,0,0,0,0,0,2,0,None,None,0,0,None,0,0,None,None,0,None,180,0,0,0,0,0,,None,2,0,,None,None,0,None,0,0,0,0
9814641,Apartment,"€79,000",406570.0,Belgium,Brussels,Brussels,Bruxelles,1020.0,Avenue de L'amarante 39,50.9,4.36,December 31 2023 - 12:00 AM,Belgium,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,0,0,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9359446,Apartment,"€112,000",291000.0,Belgium,Walloon Brabant,Nivelles,Mont Saint-Guibert,1435.0,Grand' Route 3,50.65,4.64,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,0,0,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10067806,Apartment,"€119,000",119000.0,Belgium,West Flanders,Brugge,Blankenberge,8370.0,Franchommelaan 82-86,51.31,3.12,None,None,1948,4,5,To be done up,None,None,Landscape,53,None,2,None,2,None,None,1,1,2,1,None,2,0,0,0,0,264,C,02121841,None,None,1,0,0,2,1,1,"Living area (residential, urban or rural)",€ 374374 €,1,None,None,None,,0,None,0,None,0,NOVELTY 0403,0,0,0,0,0,2,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10047588,Apartment,"€125,000",125000.0,Belgium,West Flanders,Brugge,Blankenberge,8370.0,Jules de Troozlaan 24,51.31,3.13,None,None,1953,1,3,To renovate,2,None,Urban,43,None,2,None,1,None,None,1,1,0,2,3,0,0,0,0,0,320,D,2647959,None,None,1,0,0,2,1,1,"Living area (residential, urban or rural)",€ 381381 €,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9802020,Apartment,"€127,500",127500.0,Belgium,West Flanders,Brugge,Brugge,8000.0,Smedenstraat 21,51.21,3.22,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,2,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,0,0,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10104913,Apartment,"€129,000",129000.0,Belgium,Brussels,Brussels,Schaerbeek,1030.0,Blvd. G. Wahis 272 (place Meiser),50.86,4.4,None,Fleurs,1992,4,5,Good,2,None,None,29,None,2,None,None,None,None,1,1,2,1,None,2,0,0,0,0,349,G,Not specified,55,None,2,0,2,0,0,0,None,€ 894894 €,1,None,1,None,€ 7070 €,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9985952,Apartment,Make,129000.0,Belgium,Liege,Liege,Oupeye,4680.0,Rue de la Wallonie 2A,50.71,5.62,December 1 2022 - 12:00 AM,Liège environs,2010,2,2,Good,4,1,Urban,94,34,2,34,2,13,7,1,1,2,1,None,1,1,0,0,1,389,E,20220610021090,71,30260,1,0,2,2,1,1,"Living area (residential, urban or rural)",€ 736736 €,1,35,1,None,,0,1,2,None,0,None,0,0,0,0,0,2,0,None,6,2,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9985951,Apartment,Make,129000.0,Belgium,Liege,Liege,Oupeye,4680.0,Rue de la Wallonie 2A,50.71,5.62,December 1 2022 - 12:00 AM,Liège environs,2010,1,2,Good,4,1,Urban,94,34,2,34,2,14,8,1,1,2,1,32,1,1,0,0,1,193,C,20220610021111,35,14969,1,0,2,2,1,1,"Living area (residential, urban or rural)",€ 736736 €,1,35,1,None,,0,1,2,None,0,None,0,0,0,0,0,0,0,None,6,2,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9985950,Apartment,Make,129000.0,Belgium,Liege,Liege,Oupeye,4680.0,Rue de la Wallonie 2A,50.71,5.62,December 1 2022 - 12:00 AM,Liège environs,2010,1,2,Good,4,1,Urban,94,34,2,34,2,14,9,1,1,2,1,32,1,1,0,0,1,128,B,20220610020500,24,9976,1,0,2,2,1,1,"Living area (residential, urban or rural)",€ 736736 €,1,35,1,None,,0,1,2,None,0,None,0,0,0,0,0,0,0,None,6,2,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10126585,Apartment,"€133,935",350900.0,Belgium,Flemish Brabant,Leuven,Leuven,3001.0,Kardinaal Mercierlaan 81,50.87,4.69,None,None,None,None,None,None,None,10,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,40,A,12345,None,None,0,0,0,0,0,1,None,,1,None,5,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9535621,Apartment,"€136,500",324000.0,Belgium,Namur,Namur,Wierde,5100.0,Rue Fort d'Andoy 5,50.44,4.92,None,Namur,None,None,None,None,None,55,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,0,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9999573,Apartment,"€137,500",137500.0,Belgium,Flemish Brabant,Leuven,Leuven,3000.0,Vismarkt 10 c,50.88,4.7,None,None,2004,4,4,Good,4,None,None,30,None,2,None,1,8,None,1,1,0,1,None,2,0,0,2,0,527,G,Not specified,None,None,2,0,2,2,0,1,None,€ 748748 €,1,None,None,None,,0,None,0,None,0,Josephine,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9174900,Apartment,"€138,500",394000.0,Belgium,Namur,Namur,Wierde,5100.0,Rue Fort d'Andoy 5,50.44,4.92,None,Hainaut,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,0,0,None,,1,None,89,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9494508,Apartment,"€142,500",420000.0,Belgium,Namur,Namur,Wierde,5100.0,Rue Fort d'Andoy 5,50.44,4.92,None,Liège,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,0,0,None,,1,None,26,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9532333,Apartment,"€147,000",618500.0,Belgium,Hainaut,Tournai,Tournai,7500.0,rue Saint-Martin,99.0,999.0,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,B,Not specified,None,None,0,0,0,1,0,0,None,,0,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10097123,Apartment,Make,149000.0,Belgium,Liege,Liege,Oupeye,4680.0,Rue de la Wallonie 2A,50.71,5.62,October 16 2022 - 12:00 AM,None,1963,6,9,To be done up,2,1,Urban,90,31,1,9,3,13,12,1,1,2,1,3,2,1,0,2,1,230,C,20220616024429,42,24565,1,0,2,0,1,1,"Living area (residential, urban or rural)","€ 1,2781278 €",1,17,1,None,,0,1,0,9,0,None,0,0,0,0,0,0,0,None,9,2,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9961902,Apartment,"€150,000",192000.0,Belgium,Luxembourg,Neufchateau,Libramont,6800.0,Avenue de Bouillon 92,49.91,5.36,None,Zone Centre Province du Luxembourg,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,0,0,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10123521,Apartment,"€155,000",155000.0,Belgium,Brussels,Brussels,Woluwe-St-Lambert,1200.0,Avenue des Cerisiers,99.0,999.0,None,None,None,8,None,None,None,None,None,16,None,0,None,None,None,None,1,None,2,0,None,2,2,0,0,0,0,None,78 kg CO₂/m²,None,None,0,0,0,0,0,0,None,No,0,None,None,None,€ 669669 €,0,1,1,None,0,None,0,0,2,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10129045,Apartment,"€155,000",155000.0,Belgium,Liege,Liege,Liege,4000.0,Rue Charles Magnette 24/40,50.64,5.57,None,None,1956,3,7,Good,2,None,None,98,None,3,13,2,12,12,1,1,2,1,5,2,0,2,2,0,150,B,20220929007927,36,17114,1,0,2,0,0,0,None,"€ 1,3731373 €",1,None,1,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
10015768,Apartment,Make,155000.0,Belgium,Walloon Brabant,Nivelles,Tubize,1480.0,Chaussee de Mons,99.0,999.0,None,None,None,8,None,None,1,None,None,25,None,0,None,None,12,None,1,None,0,0,None,0,0,0,0,0,0,None,1000 kg CO₂/m²,None,None,0,0,0,0,0,0,None,No,0,None,20,None,€ 959959 €,0,None,0,None,0,aéré,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9036522,Apartment,"€155,000",155000.0,Belgium,Walloon Brabant,Nivelles,Mont Saint-Guibert,1435.0,Grand' Route 3,50.65,4.64,December 15 2022 - 12:00 AM,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,121,B,Not specified,34,None,0,0,0,2,2,1,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9313881,Apartment,"€155,500",204000.0,Belgium,Namur,Namur,Wierde,5100.0,Rue Fort d'Andoy 5,50.44,4.92,None,Hainaut,None,None,None,None,None,13,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,0,0,None,,1,None,12,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9993219,Apartment,Make,156000.0,Belgium,Liege,Liege,Ans,4430.0,Rue de l'Yser 425,50.66,5.51,March 8 2022 - 12:00 AM,None,1875,2,2,As new,4,None,"Living area (residential, urban or rural)",122,22,2,10,2,21,21,1,1,0,1,None,0,0,0,0,0,178,C,20220208026801,33,27901,1,0,0,0,1,0,"Living area (residential, urban or rural)",€ 837837 €,1,None,None,None,,2,None,0,None,0,None,0,0,0,0,0,2,0,None,7,2,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9091747,Apartment,Make,199000.0,Belgium,Liege,Liege,Oupeye,4680.0,Rue de la Wallonie 2A,50.71,5.62,March 31 2021 - 12:00 AM,None,None,None,None,None,None,10,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,100,B,001c-0c66-29f8-87ca,20,None,0,0,0,2,0,1,None,,1,None,10,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
8645941,Apartment,"€161,500",371500.0,Belgium,Namur,Namur,Wierde,5100.0,Rue Fort d'Andoy 5,50.44,4.92,None,Liège,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,0,0,None,,1,None,26,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
8972719,Apartment,"€163,000",244500.0,Belgium,Namur,Namur,Wierde,5100.0,Rue Fort d'Andoy 5,50.44,4.92,None,Hainaut,None,None,None,None,None,109,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,2,0,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9622558,Apartment,"€163,333",383019.0,Belgium,Flemish Brabant,Halle-Vilvoorde,Wemmel,1780.0,Meyskensstraat 222,50.9,4.31,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,0,None,Not specified,None,None,0,0,0,0,0,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
9769424,Apartment,"€163,794",270663.0,Belgium,Walloon Brabant,Nivelles,Nivelles,1400.0,Chaussee de Mons 14,50.59,4.31,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,0,0,None,0,0,0,0,0,86,B,Not specified,None,None,0,0,0,2,2,0,None,,1,None,None,None,,0,None,0,None,0,None,0,0,0,0,0,0,0,None,None,0,0,None,0,0,None,None,0,None,0,0,0,0,0,0,,None,0,0,,None,None,0,None,0,0,0,0
